Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
8405,128,2777,2777,8405,2221,2216,0
8196,86,2777,2777,8196,2221,2219,0
8256,87,2777,2777,8256,2221,2220,0
8466,79,2777,2777,8466,2221,2217,0
8701,72,2777,2777,8701,2221,2220,0
8506,78,2777,2777,8506,2221,2219,0
8822,83,2777,2777,8822,2221,2219,0
8549,91,2777,2777,8549,2221,2221,8549
8592,76,2777,2777,8592,2221,2221,8592
8488,82,2777,2777,8488,2221,2221,8488
8489,120,2777,2777,8489,2221,2219,8489
8828,73,2777,2777,8828,2221,2220,8828
8714,101,2777,2777,8714,2221,2219,8714
8405,98,2777,2777,8405,2221,2221,8405
8532,97,2777,2777,8532,2221,2221,8532
8474,65,2777,2777,8474,2221,2219,8474
8370,86,2777,2777,8370,2221,2221,8370
8266,94,2777,2777,8266,2221,2217,8266
8454,98,2777,2777,8454,2221,2221,8454
8539,106,2777,2777,8539,2221,2221,8539
8332,97,2777,2777,8332,2221,2220,8332
8390,92,2777,2777,8390,2221,2221,8390
8462,75,2777,2777,8462,2221,2220,8462
8612,106,2777,2777,8612,2221,2217,8612
8452,86,2777,2777,8452,2221,2221,8452
8802,88,2777,2777,8802,2221,2220,8802
8799,106,2777,2777,8799,2221,2219,8799
8631,95,2777,2777,8631,2221,2221,8631
8486,152,2777,2777,8486,2221,2221,8486
8664,105,2777,2777,8664,2221,2220,8664
