Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
1195,58,583,583,1195,291,291,1195
1102,57,583,583,1102,291,288,1102
1206,64,583,583,1206,291,289,1206
1068,59,583,583,1068,291,290,1068
1185,63,583,583,1185,291,290,1185
1066,62,583,583,1066,291,291,1066
1101,69,583,583,1101,291,290,1101
1142,62,583,583,1142,291,291,1142
1149,85,583,583,1149,291,290,1149
1146,51,583,583,1146,291,290,1146
1160,47,583,583,1160,291,291,1160
1073,76,583,583,1073,291,291,1073
1041,74,583,583,1041,291,291,1041
1093,52,583,583,1093,291,289,1093
1084,65,583,583,1084,291,289,1084
1086,58,583,583,1086,291,285,1086
1091,60,583,583,1091,291,288,1091
1166,58,583,583,1166,291,290,1166
1067,51,583,583,1067,291,289,1067
1106,62,583,583,1106,291,289,1106
1477,76,583,583,1477,291,291,1477
1111,69,583,583,1111,291,291,1111
1014,59,583,583,1014,291,286,1014
1060,53,583,583,1060,291,291,1060
1388,52,583,583,1388,291,291,1388
1087,50,583,583,1087,291,289,1087
1234,58,583,583,1234,291,290,1234
1595,52,583,583,1595,291,291,1595
1106,63,583,583,1106,291,286,1106
1172,49,583,583,1172,291,290,1172
