Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
507,157,250,250,507,250,250,507
525,177,250,250,525,250,250,525
533,102,250,250,533,250,247,533
477,137,250,250,477,250,246,477
521,108,250,250,521,250,249,521
457,95,250,250,457,250,247,457
490,119,250,250,490,250,250,490
499,126,250,250,499,250,249,499
508,139,250,250,508,250,245,508
577,110,250,250,577,250,248,577
513,110,250,250,513,250,250,513
482,140,250,250,482,250,244,482
522,113,250,250,522,250,248,522
485,116,250,250,485,250,247,485
472,127,250,250,472,250,242,472
498,156,250,250,498,250,250,498
488,114,250,250,488,250,248,488
490,115,250,250,490,250,247,490
500,124,250,250,500,250,245,500
539,144,250,250,539,250,244,539
494,173,250,250,494,250,246,494
20495,134,250,249,20495,250,248,20495
606,122,250,250,606,250,248,606
493,115,250,250,493,250,249,493
456,128,250,250,456,250,249,456
500,199,250,250,500,250,250,500
536,160,250,250,536,250,250,536
491,135,250,250,491,250,241,491
517,99,250,250,517,250,246,517
520,134,250,250,520,250,249,520
