Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
63599,178,16000,16000,63599,4000,3999,0
65160,143,16000,16000,65160,4000,3999,0
67585,176,16000,16000,67585,4000,4000,67585
65901,260,16000,16000,65901,4000,4000,65901
67189,176,16000,16000,67189,4000,3999,67189
64921,143,16000,16000,64921,4000,3999,64921
66102,118,16000,16000,66102,4000,4000,66102
65181,196,16000,16000,65181,4000,3997,65181
64544,186,16000,16000,64544,4000,4000,64544
63384,173,16000,16000,63384,4000,4000,63384
65511,142,16000,16000,65511,4000,4000,65511
66657,157,16000,16000,66657,4000,3998,66657
67633,175,16000,16000,67633,4000,4000,67633
66031,205,16000,16000,66031,4000,4000,66031
65778,127,16000,16000,65778,4000,3999,65778
65763,117,16000,16000,65763,4000,4000,65763
64864,174,16000,16000,64864,4000,3998,64864
64852,174,16000,16000,64852,4000,4000,64852
65090,204,16000,16000,65090,4000,4000,65090
66212,164,16000,16000,66212,4000,4000,66212
65480,257,16000,16000,65480,4000,3999,65480
65797,156,16000,16000,65797,4000,4000,65797
65362,239,16000,16000,65362,4000,4000,65362
65483,153,16000,16000,65483,4000,4000,65483
65502,254,16000,16000,65502,4000,3999,65502
63665,146,16000,16000,63665,4000,3998,63665
64907,185,16000,16000,64907,4000,4000,64907
64439,204,16000,16000,64439,4000,4000,64439
64735,123,16000,16000,64735,4000,4000,64735
66150,179,16000,16000,66150,4000,4000,66150
