Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
80973,64,1199,121,0,799,61,0
90207,84,1199,464,0,799,302,0
85624,113,1198,338,0,799,195,0
89156,58,1199,329,0,799,211,0
80529,202,1198,51,0,799,35,0
200000,71,1198,1060,0,799,714,0
106548,156,1199,629,0,799,439,0
85317,77,1199,321,0,799,219,0
80209,82,1199,44,0,798,33,0
81945,65,1199,127,0,799,109,0
84340,90,1199,302,0,799,185,0
83573,194,1199,181,0,799,118,0
83049,111,1199,204,0,799,137,0
84316,201,1198,272,0,799,178,0
88695,211,1199,293,0,799,206,0
88756,96,1199,286,0,799,181,0
85702,142,1199,206,0,799,127,0
81493,122,1199,166,0,799,92,0
82098,74,1199,205,0,799,117,0
90143,73,1199,400,0,798,269,0
92198,140,1198,415,0,799,249,0
82904,89,1199,180,0,799,118,0
114618,73,1199,657,0,799,447,0
83579,128,1199,204,0,799,139,0
85465,106,1199,279,0,799,148,0
83653,62,1199,201,0,799,114,0
86382,137,1199,266,0,799,146,0
92016,165,1199,294,0,799,202,0
80529,81,1199,81,0,799,56,0
80913,159,1198,109,0,799,66,0
