Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
6144,3625,416,416,6144,83,83,6144
4532,3015,416,416,4532,83,83,4532
4951,2613,416,416,4951,83,83,4951
5029,3819,416,416,5029,83,82,5029
4747,3618,416,416,4747,83,83,4747
4856,4221,416,416,4856,83,83,4856
4078,2814,416,416,4078,83,82,4078
4258,3819,416,416,4258,83,83,4258
4473,2236,416,416,4473,83,83,4473
4392,3834,416,416,4392,83,83,4392
5397,3417,416,416,5397,83,82,5397
5585,3222,416,416,5585,83,82,5585
8431,4221,416,416,8431,83,83,8431
5103,2613,416,416,5103,83,83,5103
4071,3417,416,416,4071,83,83,4071
4537,3015,416,416,4537,83,81,4537
3944,3015,416,416,3944,83,83,3944
4237,3216,416,416,4237,83,83,4237
4446,3618,416,416,4446,83,82,4446
6782,3681,416,416,6782,83,83,6782
4484,3417,416,416,4484,83,83,4484
3958,2814,416,416,3958,83,83,3958
4088,3618,416,416,4088,83,83,4088
5841,2814,416,416,5841,83,83,5841
3943,3618,416,416,3943,83,83,3943
4416,3217,416,416,4416,83,81,4416
4617,3417,416,416,4617,83,83,4617
4046,3417,416,416,4046,83,83,4046
5383,3819,416,416,5383,83,83,5383
5058,4021,416,416,5058,83,83,5058
