Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
8884,39,833,833,8884,416,415,0
28584,44,833,813,28584,416,405,0
8580,138,833,833,8580,416,416,8580
27744,44,833,831,27744,416,408,27744
28200,305,833,830,28200,416,411,28200
8326,52,833,833,8326,416,413,8326
9185,61,833,833,9185,416,411,9185
7900,78,833,833,7900,416,416,7900
7637,38,833,833,7637,416,416,7637
8474,18,833,833,8474,416,415,8474
13394,26,833,833,13394,416,416,13394
28489,298,833,824,28489,416,413,28489
7773,31,833,833,7773,416,416,7773
29819,84,833,809,29819,416,399,29819
7684,65,833,833,7684,416,410,7684
29947,29,833,819,29947,416,413,29947
29177,40,833,825,29177,416,409,29177
7693,67,833,833,7693,416,416,7693
8418,29,833,833,8418,416,413,8418
29896,124,833,793,29896,416,387,29896
8450,126,833,833,8450,416,416,8450
8304,69,833,833,8304,416,414,8304
29033,13,833,822,29033,416,412,29033
30090,10,833,826,30090,416,408,30090
15857,9,833,833,15857,416,411,15857
8055,64,833,833,8055,416,414,8055
30700,36,833,831,30700,416,413,30700
9525,340,833,833,9525,416,415,9525
8128,18,833,833,8128,416,404,8128
7867,92,833,833,7867,416,413,7867
