Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
3994,185,250,250,3994,250,249,0
7246,232,250,250,7246,250,250,7246
4708,108,250,250,4708,250,250,4708
10444,201,250,250,10444,250,249,10444
5618,193,250,250,5618,250,250,5618
5606,201,250,250,5606,250,247,5606
4903,292,250,250,4903,250,250,4903
6438,130,250,250,6438,250,249,6438
3771,104,250,250,3771,250,248,3771
15033,127,250,250,15033,250,249,15033
5000,163,250,250,5000,250,250,5000
5106,166,250,250,5106,250,250,5106
5189,161,250,250,5189,250,249,5189
7369,153,250,250,7369,250,250,7369
4897,231,250,250,4897,250,249,4897
4478,164,250,250,4478,250,247,4478
5135,354,250,250,5135,250,250,5135
24632,119,250,250,24632,250,250,24632
6831,214,250,250,6831,250,246,6831
5444,296,250,250,5444,250,247,5444
3803,124,250,250,3803,250,245,3803
4435,107,250,250,4435,250,248,4435
3909,215,250,250,3909,250,249,3909
3857,83,250,250,3857,250,249,3857
5153,390,250,250,5153,250,250,5153
4555,154,250,250,4555,250,245,4555
8009,232,250,250,8009,250,250,8009
4574,263,250,250,4574,250,248,4574
6216,189,250,250,6216,250,250,6216
4719,207,250,250,4719,250,249,4719
