Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
4523,11859,1666,1666,4523,333,332,0
4462,10653,1666,1666,4462,333,332,0
4066,11658,1666,1666,4066,333,333,4066
3908,11191,1666,1666,3908,333,333,3908
4750,11457,1666,1666,4750,333,333,4750
5023,12261,1666,1666,5023,333,333,5023
3999,9447,1666,1666,3999,333,333,3999
4228,9050,1666,1666,4228,333,333,4228
4551,10854,1666,1666,4551,333,333,4551
4523,11069,1666,1666,4523,333,333,4523
4424,12864,1666,1666,4424,333,333,4424
4575,12864,1666,1666,4575,333,333,4575
4638,10050,1666,1666,4638,333,333,4638
4374,11256,1666,1666,4374,333,333,4374
3950,11256,1666,1666,3950,333,333,3950
4512,12462,1666,1666,4512,333,332,4512
4523,11055,1666,1666,4523,333,332,4523
4439,10653,1666,1666,4439,333,333,4439
4182,9849,1666,1666,4182,333,333,4182
4921,11256,1666,1666,4921,333,333,4921
4518,10452,1666,1666,4518,333,333,4518
4159,9849,1666,1666,4159,333,333,4159
4416,11658,1666,1666,4416,333,333,4416
4319,11256,1666,1666,4319,333,333,4319
4290,9849,1666,1666,4290,333,333,4290
4952,11457,1666,1666,4952,333,333,4952
4092,11457,1666,1666,4092,333,333,4092
4464,12060,1666,1666,4464,333,333,4464
4311,11256,1666,1666,4311,333,333,4311
4145,9849,1666,1666,4145,333,333,4145
