Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
40619,15,1199,124,0,799,67,0
40291,32,1199,52,0,799,36,0
42222,20,1199,274,0,799,160,0
43372,36,1199,345,0,799,199,0
53514,15,1199,540,0,799,325,0
44160,31,1199,440,0,799,283,0
47436,176,1199,361,0,799,249,0
42867,23,1199,311,0,799,208,0
46795,91,1199,472,0,799,298,0
44188,22,1199,275,0,799,195,0
46505,180,1199,474,0,799,327,0
46515,11,1199,410,0,799,242,0
40790,82,1199,123,0,799,76,0
44986,49,1199,353,0,799,221,0
40790,46,1199,161,0,799,77,0
42492,19,1199,258,0,799,157,0
41564,166,1199,204,0,799,131,0
41447,17,1199,201,0,799,105,0
49642,29,1199,560,0,799,368,0
40826,38,1199,144,0,799,97,0
41836,14,1199,249,0,799,163,0
42404,27,1199,189,0,799,112,0
44441,4,1199,345,0,799,235,0
41943,20,1199,172,0,799,121,0
43124,31,1199,241,0,799,154,0
41005,19,1199,163,0,799,94,0
42322,55,1199,207,0,799,125,0
41387,86,1199,132,0,799,68,0
43060,11,1199,232,0,799,135,0
44990,8,1199,377,0,799,201,0
