Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
2734,42,749,749,2734,499,499,2734
2447,136,749,749,2447,499,496,2447
2591,46,749,749,2591,499,499,2591
2613,102,749,749,2613,499,497,2613
2857,58,749,749,2857,499,497,2857
2454,131,749,749,2454,499,498,2454
2542,54,749,749,2542,499,499,2542
2546,70,749,749,2546,499,497,2546
2420,51,749,749,2420,499,493,2420
2568,30,749,749,2568,499,499,2568
2526,32,749,749,2526,499,499,2526
2472,33,749,749,2472,499,497,2472
2632,27,749,749,2632,499,497,2632
2588,41,749,749,2588,499,499,2588
2736,48,749,749,2736,499,498,2736
2471,22,749,749,2471,499,494,2471
2510,55,749,749,2510,499,498,2510
2755,42,749,749,2755,499,499,2755
2462,58,749,749,2462,499,499,2462
2565,20,749,749,2565,499,498,2565
2418,45,749,749,2418,499,492,2418
2623,43,749,749,2623,499,497,2623
2655,38,749,749,2655,499,499,2655
2880,27,749,749,2880,499,495,2880
2580,59,749,749,2580,499,498,2580
2510,34,749,749,2510,499,499,2510
2635,53,749,749,2635,499,498,2635
2582,28,749,749,2582,499,498,2582
2660,45,749,749,2660,499,499,2660
2467,31,749,749,2467,499,498,2467
