Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
9815,3216,1600,1600,9815,400,400,9815
10367,3638,1600,1600,10367,400,400,10367
9090,2613,1600,1600,9090,400,399,9090
9626,3226,1600,1600,9626,400,397,9626
11904,2818,1600,1600,11904,400,400,11904
9813,4032,1600,1600,9813,400,400,9813
9768,3238,1600,1600,9768,400,400,9768
9529,2814,1600,1600,9529,400,399,9529
9517,3015,1600,1600,9517,400,400,9517
10274,2822,1600,1600,10274,400,400,10274
9234,3015,1600,1600,9234,400,400,9234
9299,2412,1600,1600,9299,400,399,9299
9452,3216,1600,1600,9452,400,399,9452
9793,2613,1600,1600,9793,400,399,9793
8946,3015,1600,1600,8946,400,400,8946
9453,4623,1600,1600,9453,400,400,9453
11583,3216,1600,1600,11583,400,400,11583
9387,3417,1600,1600,9387,400,399,9387
12206,3618,1600,1600,12206,400,400,12206
9410,3216,1600,1600,9410,400,400,9410
9200,4020,1600,1600,9200,400,398,9200
10714,2613,1600,1600,10714,400,400,10714
9079,3819,1600,1600,9079,400,399,9079
10122,3739,1600,1600,10122,400,400,10122
10400,3618,1600,1600,10400,400,398,10400
9096,3819,1600,1600,9096,400,399,9096
9683,3015,1600,1600,9683,400,399,9683
9258,2613,1600,1600,9258,400,400,9258
9189,3015,1600,1600,9189,400,400,9189
9610,3015,1600,1600,9610,400,399,9610
