Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
48240,192,10000,10000,48240,10000,9999,0
47588,161,10000,10000,47588,10000,9994,0
45864,172,10000,10000,45864,10000,9993,0
46352,188,10000,10000,46352,10000,10000,46352
46183,184,10000,10000,46183,10000,9995,46183
45806,207,10000,10000,45806,10000,9999,45806
46957,133,10000,10000,46957,10000,9998,46957
47281,248,10000,10000,47281,10000,10000,47281
44248,196,10000,10000,44248,10000,9991,44248
47178,206,10000,10000,47178,10000,10000,47178
46193,173,10000,10000,46193,10000,9999,46193
45840,143,10000,10000,45840,10000,9998,45840
45638,375,10000,10000,45638,10000,10000,45638
45146,231,10000,10000,45146,10000,10000,45146
46267,176,10000,10000,46267,10000,9999,46267
47529,157,10000,10000,47529,10000,10000,47529
45002,269,10000,10000,45002,10000,9997,45002
46115,143,10000,10000,46115,10000,9999,46115
46449,144,10000,10000,46449,10000,9997,46449
45506,175,10000,10000,45506,10000,9996,45506
47553,161,10000,10000,47553,10000,10000,47553
47888,124,10000,10000,47888,10000,9999,47888
45063,172,10000,10000,45063,10000,9995,45063
45170,131,10000,10000,45170,10000,9999,45170
46235,248,10000,10000,46235,10000,9999,46235
45694,208,10000,10000,45694,10000,10000,45694
46044,178,10000,10000,46044,10000,9997,46044
46354,203,10000,10000,46354,10000,9998,46354
46668,214,10000,10000,46668,10000,9999,46668
45348,153,10000,10000,45348,10000,9999,45348
