Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
47299,97,9333,9333,47299,4666,4665,0
47743,104,9333,9333,47743,4666,4663,0
49525,79,9333,9333,49525,4666,4662,0
47894,117,9333,9333,47894,4666,4666,47894
47251,104,9333,9333,47251,4666,4660,47251
47828,88,9333,9333,47828,4666,4666,47828
48301,101,9333,9333,48301,4666,4666,48301
49373,88,9333,9333,49373,4666,4666,49373
46711,134,9333,9333,46711,4666,4662,46711
55899,71,9333,9333,55899,4666,4666,55899
45898,162,9333,9333,45898,4666,4662,45898
46275,84,9333,9333,46275,4666,4662,46275
56155,93,9333,9333,56155,4666,4666,56155
47988,91,9333,9333,47988,4666,4665,47988
47691,70,9333,9333,47691,4666,4661,47691
60116,109,9333,9333,60116,4666,4665,60116
47362,85,9333,9333,47362,4666,4666,47362
47677,83,9333,9333,47677,4666,4662,47677
49855,81,9333,9333,49855,4666,4663,49855
46602,116,9333,9333,46602,4666,4665,46602
50569,110,9333,9333,50569,4666,4666,50569
48487,125,9333,9333,48487,4666,4665,48487
48901,69,9333,9333,48901,4666,4665,48901
61041,72,9333,9333,61041,4666,4665,61041
52129,116,9333,9333,52129,4666,4666,52129
48090,106,9333,9333,48090,4666,4664,48090
47812,108,9333,9333,47812,4666,4666,47812
50141,73,9333,9333,50141,4666,4661,50141
57663,84,9333,9333,57663,4666,4666,57663
51205,139,9333,9333,51205,4666,4665,51205
