Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
1203,100,939,939,1203,309,309,1203
1107,89,939,939,1107,309,307,1107
1214,96,939,939,1214,309,309,1214
1155,78,939,939,1155,309,308,1155
1234,83,939,939,1234,309,309,1234
1180,84,939,939,1180,309,307,1180
1143,82,939,939,1143,309,306,1143
1146,67,939,939,1146,309,309,1146
1167,104,939,939,1167,309,309,1167
1121,88,939,939,1121,309,309,1121
1190,92,939,939,1190,309,307,1190
1174,75,939,939,1174,309,309,1174
1128,73,939,939,1128,309,308,1128
1170,75,939,939,1170,309,306,1170
1148,73,939,939,1148,309,308,1148
1103,88,939,939,1103,309,309,1103
1191,104,939,939,1191,309,309,1191
1131,93,939,939,1131,309,309,1131
1191,90,939,939,1191,309,309,1191
1168,92,939,939,1168,309,309,1168
1266,111,939,939,1266,309,307,1266
1181,111,939,939,1181,309,308,1181
1183,93,939,939,1183,309,308,1183
1213,86,939,939,1213,309,309,1213
1145,76,939,939,1145,309,309,1145
1197,97,939,939,1197,309,305,1197
1152,90,939,939,1152,309,309,1152
1101,69,939,939,1101,309,308,1101
1177,93,939,939,1177,309,309,1177
1186,77,939,939,1186,309,308,1186
