Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
886,104,939,939,886,309,309,886
788,124,939,939,788,309,309,788
754,114,939,939,754,309,306,754
781,118,939,939,781,309,308,781
845,114,939,939,845,309,309,845
1246,95,939,939,1246,309,309,1246
776,115,939,939,776,309,307,776
881,112,939,939,881,309,309,881
847,129,939,939,847,309,309,847
782,118,939,939,782,309,308,782
794,127,939,939,794,309,309,794
922,120,939,939,922,309,308,922
765,104,939,939,765,309,309,765
784,118,939,939,784,309,309,784
774,105,939,939,774,309,308,774
843,120,939,939,843,309,308,843
812,102,939,939,812,309,308,812
801,97,939,939,801,309,307,801
781,125,939,939,781,309,308,781
768,111,939,939,768,309,307,768
749,111,939,939,749,309,309,749
843,106,939,939,843,309,309,843
847,128,939,939,847,309,309,847
745,121,939,939,745,309,305,745
1461,118,939,939,1461,309,309,1461
832,93,939,939,832,309,309,832
793,113,939,939,793,309,308,793
803,108,939,939,803,309,308,803
829,115,939,939,829,309,309,829
1000,96,939,939,1000,309,309,1000
