Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
8684,64,2333,2333,8684,1166,1161,0
10920,53,2333,2333,10920,1166,1165,0
8891,55,2333,2333,8891,1166,1162,0
8895,66,2333,2333,8895,1166,1166,8895
8354,50,2333,2333,8354,1166,1165,8354
8692,49,2333,2333,8692,1166,1166,8692
8924,116,2333,2333,8924,1166,1166,8924
8771,105,2333,2333,8771,1166,1166,8771
9139,49,2333,2333,9139,1166,1166,9139
8784,73,2333,2333,8784,1166,1162,8784
9362,71,2333,2333,9362,1166,1165,9362
8732,47,2333,2333,8732,1166,1166,8732
9336,54,2333,2333,9336,1166,1165,9336
8887,65,2333,2333,8887,1166,1165,8887
9133,62,2333,2333,9133,1166,1165,9133
9100,64,2333,2333,9100,1166,1166,9100
8828,56,2333,2333,8828,1166,1165,8828
10354,68,2333,2333,10354,1166,1165,10354
8870,67,2333,2333,8870,1166,1166,8870
8653,45,2333,2333,8653,1166,1165,8653
30516,64,2333,2333,30516,1166,1165,30516
8742,57,2333,2333,8742,1166,1166,8742
8846,37,2333,2333,8846,1166,1166,8846
8735,77,2333,2333,8735,1166,1166,8735
8878,56,2333,2333,8878,1166,1166,8878
9899,60,2333,2333,9899,1166,1166,9899
9158,65,2333,2333,9158,1166,1164,9158
8770,73,2333,2333,8770,1166,1164,8770
9028,56,2333,2333,9028,1166,1166,9028
9130,73,2333,2333,9130,1166,1163,9130
