Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
1713,76,104,104,1713,20,20,1713
20912,54,104,78,20912,20,14,20912
1567,186,104,104,1567,20,20,1567
1048,33,104,104,1048,20,20,1048
1576,72,104,104,1576,20,20,1576
22732,34,104,100,22732,20,18,22732
1494,188,104,104,1494,20,19,1494
2294,162,104,104,2294,20,20,2294
4716,76,104,104,4716,19,18,4716
920,58,104,104,920,20,20,920
1241,181,104,104,1241,20,20,1241
2652,101,104,104,2652,20,20,2652
853,82,104,104,853,20,19,853
3845,53,104,104,3845,20,20,3845
1083,122,104,104,1083,20,20,1083
1204,205,104,104,1204,20,19,1204
963,78,104,104,963,20,20,963
1469,139,104,104,1469,20,20,1469
1854,190,104,104,1854,20,20,1854
2731,315,104,104,2731,20,20,2731
1064,90,104,104,1064,20,20,1064
719,49,104,104,719,20,19,719
3076,61,103,103,3076,20,19,3076
830,83,104,104,830,20,20,830
953,146,104,104,953,20,20,953
733,101,104,104,733,20,20,733
1050,74,104,104,1050,20,19,1050
950,107,104,104,950,20,18,950
1717,120,104,104,1717,20,20,1717
2329,36,103,103,2329,20,20,2329
