Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
867,87,333,333,867,166,165,0
1020,64,333,333,1020,166,166,1020
767,116,333,333,767,166,165,767
1207,64,333,333,1207,166,166,1207
1122,82,333,333,1122,166,166,1122
796,122,333,333,796,166,165,796
811,110,333,333,811,166,166,811
847,76,333,333,847,166,161,847
820,62,333,333,820,166,166,820
839,82,333,333,839,166,164,839
1748,69,333,333,1748,166,165,1748
906,108,333,333,906,166,166,906
778,69,333,333,778,166,166,778
1021,55,333,333,1021,166,166,1021
881,69,333,333,881,166,165,881
920,54,333,333,920,166,164,920
844,77,333,333,844,166,165,844
1236,72,333,333,1236,166,166,1236
884,83,333,333,884,166,165,884
919,91,333,333,919,166,166,919
859,68,333,333,859,166,166,859
853,68,333,333,853,166,166,853
986,109,333,333,986,166,165,986
792,56,333,333,792,166,166,792
896,70,333,333,896,166,166,896
1073,82,333,333,1073,166,165,1073
786,88,333,333,786,166,166,786
782,50,333,333,782,166,165,782
749,72,333,333,749,166,165,749
1411,81,333,333,1411,166,166,1411
