Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
92835,168,11428,11428,92835,8571,8569,0
91984,425,11428,11428,91984,8571,8569,0
90922,345,11428,11428,90922,8571,8571,90922
92899,131,11428,11428,92899,8571,8571,92899
94646,287,11428,11428,94646,8571,8570,94646
89555,302,11428,11428,89555,8571,8569,89555
91006,184,11428,11428,91006,8571,8571,91006
89966,211,11428,11428,89966,8571,8571,89966
91112,413,11428,11428,91112,8571,8566,91112
91989,368,11428,11428,91989,8571,8569,91989
154363,334,11428,11428,154363,8571,8569,154363
92350,265,11428,11428,92350,8571,8569,92350
90800,361,11428,11428,90800,8571,8570,90800
99222,274,11428,11428,99222,8571,8569,99222
91071,440,11428,11428,91071,8571,8571,91071
94855,156,11428,11428,94855,8571,8571,94855
91892,482,11428,11428,91892,8571,8568,91892
92489,247,11428,11428,92489,8571,8571,92489
92571,192,11428,11428,92571,8571,8561,92571
90231,193,11428,11428,90231,8571,8569,90231
87387,215,11428,11428,87387,8571,8570,87387
91320,377,11428,11428,91320,8571,8568,91320
93453,193,11428,11428,93453,8571,8571,93453
96121,169,11428,11428,96121,8571,8570,96121
91689,268,11428,11428,91689,8571,8569,91689
92091,325,11428,11428,92091,8571,8571,92091
104693,288,11428,11428,104693,8571,8571,104693
93739,331,11428,11428,93739,8571,8571,93739
96176,194,11428,11428,96176,8571,8570,96176
108296,140,11428,11428,108296,8571,8570,108296
