Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
116945,59,2500,2488,0,2500,2487,0
97567,174,2500,2481,0,2500,2468,0
101634,87,2500,2490,0,2500,2472,0
104691,1023,2500,2489,0,2500,2477,0
101732,400,2500,2390,0,2500,2377,0
107521,353,2500,2455,0,2500,2439,0
105827,395,2500,2441,0,2500,2423,0
112857,243,2500,2458,0,2500,2442,0
71936,128,2500,2500,71936,2500,2500,71936
112369,404,2500,2446,112369,2500,2428,112369
103240,271,2500,2457,103240,2500,2463,103240
109305,145,2500,2326,109305,2500,2266,109305
99918,118,2500,2475,99918,2500,2454,99918
103066,73,2500,2487,103066,2500,2461,103066
91431,671,2500,2500,91431,2500,2497,91431
103639,339,2500,2497,103639,2500,2498,103639
111198,345,2500,2459,111198,2500,2444,111198
81701,423,2500,2500,81701,2500,2494,81701
139615,132,2500,2494,139615,2500,2488,139615
103218,375,2500,2351,103218,2500,2327,103218
98174,436,2500,2481,98174,2500,2461,98174
116235,411,2500,2494,116235,2500,2480,116235
99353,336,2500,2479,99353,2500,2466,99353
60382,173,2500,2500,60382,2500,2492,60382
105039,263,2500,2422,105039,2500,2398,105039
110414,270,2500,2494,110414,2500,2481,110414
65425,143,2500,2500,65425,2500,2499,65425
119661,413,2500,2465,119661,2500,2446,119661
113053,259,2500,2482,113053,2500,2453,113053
100485,509,2500,2412,100485,2500,2389,100485
