Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
35488,7270,4000,4000,35488,4000,3999,0
35412,7638,4000,4000,35412,4000,3998,0
32587,8442,4000,4000,32587,4000,4000,32587
34957,7035,4000,4000,34957,4000,3999,34957
32976,8844,4000,4000,32976,4000,3999,32976
33332,8077,4000,4000,33332,4000,3998,33332
34261,7236,4000,4000,34261,4000,3999,34261
36328,7839,4000,4000,36328,4000,3999,36328
35733,8042,4000,4000,35733,4000,4000,35733
39826,8108,4000,4000,39826,4000,3995,39826
35030,8254,4000,4000,35030,4000,3999,35030
35110,6633,4000,4000,35110,4000,3998,35110
36732,8040,4000,4000,36732,4000,4000,36732
32551,6237,4000,4000,32551,4000,4000,32551
33781,7260,4000,4000,33781,4000,4000,33781
32770,8040,4000,4000,32770,4000,3996,32770
34411,6641,4000,4000,34411,4000,3998,34411
36406,6913,4000,4000,36406,4000,4000,36406
33863,7839,4000,4000,33863,4000,3997,33863
33774,7437,4000,4000,33774,4000,4000,33774
31710,7839,4000,4000,31710,4000,4000,31710
33590,8878,4000,4000,33590,4000,4000,33590
37205,8052,4000,4000,37205,4000,4000,37205
34085,7278,4000,4000,34085,4000,4000,34085
34842,8646,4000,4000,34842,4000,3998,34842
35235,7101,4000,4000,35235,4000,3994,35235
32453,6633,4000,4000,32453,4000,4000,32453
34153,7236,4000,4000,34153,4000,3998,34153
31596,8040,4000,4000,31596,4000,3997,31596
36289,8844,4000,4000,36289,4000,4000,36289
