Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
20210,270,74,6,0,49,6,0
20166,68,74,12,0,49,8,0
20254,31,74,21,0,49,11,0
23683,13,74,61,0,49,36,0
20326,98,74,24,0,49,16,0
20139,28,74,14,0,49,5,0
20222,13,74,14,0,49,9,0
20419,40,74,20,0,49,11,0
20900,78,74,51,0,49,27,0
20081,211,74,10,0,49,3,0
20105,156,74,9,0,49,7,0
20206,630,74,3,0,49,2,0
20075,46,74,18,0,49,4,0
20623,41,74,31,0,49,22,0
21068,20,74,29,0,49,12,0
20184,17,74,17,0,49,9,0
20226,231,74,4,0,49,3,0
20088,74,74,14,0,49,8,0
21021,109,74,42,0,49,27,0
20128,87,74,8,0,49,6,0
20652,18,74,38,0,49,18,0
20161,87,74,18,0,49,10,0
21101,40,74,51,0,49,26,0
21257,474,74,33,0,49,24,0
20078,33,74,6,0,49,5,0
20267,152,74,12,0,49,6,0
20439,234,74,9,0,49,3,0
20183,149,74,14,0,49,9,0
20306,1407,74,3,0,49,3,0
20606,26,74,32,0,49,10,0
