Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
196738,153,8000,7862,0,6000,5886,0
200000,52,8000,7997,0,6000,5994,0
151805,73,8000,8000,151805,6000,6000,151805
194795,109,8000,8000,194795,6000,6000,194795
200000,106,8000,7889,200000,6000,5890,200000
200000,74,8000,7798,200000,6000,5802,200000
149482,73,8000,8000,149482,6000,6000,149482
138901,167,8000,8000,138901,6000,6000,138901
200000,158,8000,7831,200000,6000,5863,200000
200000,42,8000,7899,200000,6000,5926,200000
200000,265,8000,7921,200000,6000,5929,200000
195552,66,8000,7619,195552,6000,5690,195552
200000,111,8000,7915,200000,6000,5943,200000
167417,33,8000,8000,167417,6000,6000,167417
200000,130,8000,7909,200000,6000,5926,200000
200000,83,8000,7847,200000,6000,5848,200000
156564,401,8000,8000,156564,6000,5997,156564
135817,137,8000,8000,135817,6000,6000,135817
200000,164,8000,7853,200000,6000,5859,200000
200000,152,8000,7867,200000,6000,5875,200000
151766,90,8000,8000,151766,6000,5999,151766
200000,63,8000,7990,200000,6000,5987,200000
200000,69,8000,7878,200000,6000,5923,200000
200000,121,8000,7959,200000,6000,5968,200000
200000,198,8000,7974,200000,6000,5974,200000
200000,58,8000,7698,200000,6000,5724,200000
200000,79,8000,7771,200000,6000,5830,200000
140737,46,8000,8000,140737,6000,6000,140737
200000,134,8000,7998,200000,6000,5998,200000
153241,65,8000,8000,153241,6000,5997,153241
