Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
80150,148,1666,19,0,333,4,0
80043,64,1666,13,0,333,0,0
80533,52,1666,28,0,333,6,0
80427,29,1666,40,0,333,6,0
80058,42,1666,15,0,333,5,0
80128,20,1666,24,0,333,6,0
80375,18,1666,28,0,333,6,0
80135,14,1666,25,0,333,6,0
80156,15,1666,17,0,333,6,0
80349,28,1666,29,0,333,9,0
80216,253,1666,13,0,333,4,0
80352,259,1666,33,0,333,1,0
80171,71,1666,23,0,333,7,0
80013,24,1666,3,0,333,1,0
80269,30,1666,24,0,333,7,0
80154,88,1666,17,0,333,3,0
80128,38,1666,23,0,333,3,0
80164,32,1666,16,0,333,3,0
80183,60,1666,12,0,333,0,0
80153,34,1666,27,0,333,3,0
80132,8,1666,20,0,333,4,0
80103,93,1666,20,0,333,3,0
80144,59,1666,21,0,333,3,0
80965,53,1666,42,0,333,8,0
80326,1023,1666,9,0,333,2,0
80322,12,1666,20,0,333,3,0
80214,42,1666,21,0,333,0,0
80211,18,1666,28,0,333,1,0
80179,9,1666,20,0,333,2,0
80078,21,1666,14,0,333,3,0
