Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
47946,8,2800,755,0,700,180,0
42803,29,2800,383,0,700,86,0
54941,25,2800,1182,0,700,286,0
45630,15,2800,812,0,700,169,0
58759,22,2800,1132,0,700,272,0
97891,12,2800,2767,0,700,682,0
95197,107,2800,2725,0,700,670,0
47987,22,2800,788,0,700,178,0
73367,14,2800,1658,0,700,404,0
122826,38,2800,2573,0,700,627,0
57884,14,2800,2800,57884,700,700,57884
87009,9,2800,2374,87009,700,594,87009
48132,16,2800,624,48132,700,155,48132
113368,75,2800,2784,113368,700,691,113368
97958,25,2800,2746,97958,700,686,97958
60696,17,2800,1687,60696,700,413,60696
104762,37,2800,2758,104762,700,690,104762
102636,53,2800,2686,102636,700,662,102636
91421,12,2800,2729,91421,700,681,91421
81020,17,2800,2800,81020,700,698,81020
91914,91,2800,2712,91914,700,675,91914
95493,13,2800,2605,95493,700,638,95493
79201,189,2800,1916,79201,700,478,79201
81470,273,2800,2800,81470,700,700,81470
41764,27,2800,217,41764,700,42,41764
50698,54,2800,900,50698,700,202,50698
105826,93,2800,2738,105826,700,680,105826
93983,32,2800,2298,93983,700,575,93983
97314,33,2800,2741,97314,700,676,97314
64313,65,2800,1201,64313,700,308,64313
