Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
65386,3216,6666,6666,65386,1333,1333,65386
69635,3015,6666,6666,69635,1333,1333,69635
68382,3216,6666,6666,68382,1333,1333,68382
63615,2613,6666,6666,63615,1333,1333,63615
68499,3438,6666,6666,68499,1333,1333,68499
64631,4073,6666,6666,64631,1333,1332,64631
67975,2814,6666,6666,67975,1333,1333,67975
65086,3838,6666,6666,65086,1333,1333,65086
67609,3431,6666,6666,67609,1333,1333,67609
68738,3496,6666,6666,68738,1333,1333,68738
67609,2814,6666,6666,67609,1333,1333,67609
68260,3827,6666,6666,68260,1333,1333,68260
65229,3016,6666,6666,65229,1333,1333,65229
67450,3417,6666,6666,67450,1333,1333,67450
69852,3477,6666,6666,69852,1333,1333,69852
64497,4221,6666,6666,64497,1333,1333,64497
70642,4233,6666,6666,70642,1333,1333,70642
63839,2412,6666,6666,63839,1333,1333,63839
64746,2211,6666,6666,64746,1333,1333,64746
70043,4020,6666,6666,70043,1333,1333,70043
66626,3015,6666,6666,66626,1333,1333,66626
72326,3246,6666,6666,72326,1333,1332,72326
62604,3837,6666,6666,62604,1333,1333,62604
65868,3618,6666,6666,65868,1333,1331,65868
69205,3233,6666,6666,69205,1333,1333,69205
69878,3025,6666,6666,69878,1333,1333,69878
64328,4042,6666,6666,64328,1333,1333,64328
65548,3819,6666,6666,65548,1333,1333,65548
65886,2814,6666,6666,65886,1333,1333,65886
69633,4082,6666,6666,69633,1333,1333,69633
