Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
476,653,62,62,476,62,62,476
743,232,62,62,743,62,61,743
523,132,62,62,523,62,60,523
705,136,62,62,705,62,62,705
568,137,62,62,568,62,62,568
772,207,62,62,772,62,60,772
433,58,62,62,433,62,62,433
602,271,62,62,602,62,61,602
567,118,62,62,567,62,61,567
482,386,62,62,482,62,58,482
537,269,62,62,537,62,57,537
557,234,62,62,557,62,61,557
1774,139,62,62,1774,62,56,1774
547,97,62,62,547,62,62,547
708,270,62,62,708,62,59,708
791,148,62,62,791,62,62,791
1199,298,62,62,1199,62,62,1199
677,110,62,62,677,62,60,677
501,210,62,62,501,62,62,501
651,75,62,62,651,62,61,651
574,118,62,62,574,62,60,574
487,92,62,62,487,62,62,487
438,79,62,62,438,62,57,438
494,243,62,62,494,62,57,494
750,270,62,62,750,62,62,750
632,282,62,62,632,62,62,632
571,174,62,62,571,62,59,571
449,137,62,62,449,62,60,449
789,126,62,62,789,62,57,789
498,92,62,62,498,62,62,498
